id,title,description,product_id,slug,api,ilsac,acea,jaso,oem_sertification,recommendations,pds_url,sds_url,created_at,oil_type_id,product_group_id,viscosity_id,image,application,features_benefits
97,Aminol™ Transmission TN2 75W-90 GL-4,Aminol™ Transmission TN2 75W-90 GL-4 is a last-generation energy-conserving all-season gear oil based on unique ground components. Its advance chemistry provides flawless aggregate functioning even under the most difficult conditions and during large temperature fluctuations.,AL/TF-0016,aminoltm-transmission-tn2-75w-90-gl-4,GL-4,Not available,Not available,Not available,"MAN 341 Z-1
MB 235.1
ZF TE-ML 02A/16A/17A/19A
MIL-L-2105 D",Not available,,,2025-05-24 08:25:00.31+00,,7,24,"","Aminol™ Transmission TN2 75W-90 GL-4 is suitable for in mechanical (manual and robotic) gear boxes, transfer boxes and steering mechanisms as well as main gears of cars, buses, SUVs, trucks and other vehicles where an API GL-4 quality oil is recommended.","Fuel savings and reduced emissions
Exceptional thermal and oxidation stability 
Enhanced frictional properties
Outstanding low temperature fluidity
Excellent resistance for wear, corrosion and foaming
Superior extreme pressure performance"
110,Aminol™ Transmission EP 80W GL-5,"Aminol™ Transmission EP 80W GL-5 is a high-performance, high-pressure gear oil made from carefully selected base oils and multifunctional EP additives. It has been specially designed to eliminate the need for seasonal transmission oil changes.",AL/TF-0029,aminoltm-transmission-ep-80w-gl-5,GL-5,Not available,Not available,Not available,ZF TE-ML 07A,"MAN 342 Typ M1, Volvo 97314, Ford SQM-2C-9002 AA, MB 235.0, MIL-L-2105 D, ZF TE-ML 05A,  ZF TE-ML 16B, ZF TE-ML 16C, ZF TE-ML 16D, ZF TE-ML 17B",,,2025-05-24 08:25:00.424+00,,7,33,"","Aminol™ Transmission EP 80W GL-5 is recommended for highly stressed vehicle transmissions without limited-slip differentials, particularly for axle drives with hypoid gears.","Exceptional resistance to aging
High-pressure absorption capacity
Reduced operational noise
Minimized friction
Superior protection for yellow metal components
Compatibility with standard sealing materials
Outstanding viscosity/temperature characteristics"
167,Aminol™ Classic CS3 SAE 50 CF-4/SG,"Aminol™ Classic CS3 SAE 50 CF-4/SG is a premium monograde mineral engine oil designed for robust performance in heavy-load diesel-powered engines, both those equipped with a turbocharger and those without, especially when operating under demanding and challenging conditions.",AL/EO-0077,aminoltm-classic-cs3-sae-50-cf-4sg,CF-4/SG,Not available,Not available,Not available,Not available,"MB-227.0, MIL L-2104 E, MIL L-46152 E",,,2025-05-24 08:25:00.935+00,,1,19,"",Aminol™ Classic CS3 SAE 50 CF-4/SG is suitable for use in naturally aspirated and supercharged diesel engines operating under mild duty service conditions.,"Provides excellent oxidation stability and effective deposit control, ensuring consistent engine cleanliness and reliability.
Engineered to minimize wear and extend maintenance intervals.
Formulated to reduce oil consumption, thus managing costs effectively.
Its superior detergency effectively manages piston ring deposits and controls sludge buildup."
57,Aminol™ Circulating Oil 680 AW,"Aminol™ Circulating Oil 680 AW is a rust and oxidation inhibited, anti-wear circulating oil developed to provide effective lubrication for friction parts and diverse mechanisms. It is blended with high-quality mineral base oils and a carefully selected additive package to prevent oxidation, corrosion, and wear.",AL/CO-0009,aminoltm-circulating-oil-680-aw,Not available,Not available,Not available,Not available,"DIN 51524/1 (HL)
DIN 51517-2 (CL)
ISO 11158 (HL)
ISO-L-HL",Not available,,,2025-05-24 08:25:00.023+00,,14,,"","Aminol™ Circulating Oil 32 AW is a multipurpose oil suitable for lubricating assembly blocks in machines and devices that don't require extreme pressure properties. It's also ideal for moderately loaded gears, gear couplings, hydraulic pumps, and various bearings, including high-temperature paper machine bearings, where EP properties are not needed","Excellent oxidation and thermal stability
Outstanding anti-wear characteristics
Remarkable water-separating properties
Exceptional foam resistance
Effective protection against rust and corrosion"
80,Aminol™ GearSynth 68,"Aminol™ GearSynth 68 is a fully synthetic, premium-performance, extreme-pressure lubricant specifically designed for enclosed industrial gears and bearings that operate under severe load conditions and extreme temperatures. Formulated using synthetic PAO base oils and specially selected additive technologies, it provides excellent protection against corrosion, wear, micropitting, and offers an extended oil service life due to its exceptional thermal stability",AL/GO-0008,aminoltm-gearsynth-68,Not available,Not available,Not available,Not available,"AIST 224
AGMA 9005-F16-AS
DIN51517-3 (CLP)
ISO 12925-1 Type CKD
FAG
SKF",Not available,,,2025-05-24 08:25:00.164+00,,19,22,"","Aminol™ GearSynth 68 is suitable for application in industrial transmissions, where roller and plain bearings are subjected to high pressure and also for large-scale plants with pressure-feed lubrication systems.","Long drain intervals
Exceptional film strength and extreme pressure resistance
Robust protection against rust and corrosion
Extended equipment life
Effective water separation and demulsification characteristics
Low foaming tendency"
100,Aminol™ Transmission TN5 85W-140 GL-5,"Aminol™ Transmission TN5 85W-140 GL-5  is a high-performance, heavy-duty gear oil formulated using premium base stocks and enhanced with special extreme pressure additives. Designed for automotive applications, particularly heavy-duty axles and final drives that experience extreme pressures and shock loading, it delivers exceptional performance that aligns with the API GL-5 service requirements.",AL/TF-0019,aminoltm-transmission-tn5-85w-140-gl-5,GL-5,Not available,Not available,Not available,"MIL-L 2105 D 
MAN 342 Type  M2
ZF TE-ML 05A/07A/12E/16B/16C/16D/17B/19B/21A",Not available,,,2025-05-24 08:25:00.333+00,,7,27,"","Heavy-duty axles and final drives requiring API GL-5 level performance
Cars, on-highway light and heavy-duty trucks, and commercial vehicles
Off-highway industries including construction, mining, quarrying, and agriculture
Other heavy-duty industrial and automotive applications involving hypoid gears operating under conditions where high-speed/shock load, high-speed/low torque, and/or low-speed/high torque prevail","Excellent wear resistance
Exceptional lubricating properties
High resistance to oxidation
Stable viscosity at elevated temperatures
Prevents foaming
Neutral towards seal materials"
147,Aminol™ FD-1 SAE 60,"Aminol™ FD-1 SAE 60 is a specialized lubricant designed for modern Caterpillar off-road equipment, specifically tailored for severe service conditions that necessitate lubricants meeting CAT FD-1 specifications. Formulated with top-tier base stocks and distinctive additives, it ensures superior performance and facilitates extended oil drain intervals.",AL/TF-0005,aminoltm-fd-1-sae-60,Not available,Not available,Not available,Not available,Caterpillar FD-1,Not available,,,2025-05-24 08:25:00.758+00,,5,20,"","Aminol™ FD-1 SAE 60 is recommended for use in all Caterpillar final drives and axles.
It should not be used in compartments which contain friction material, unless final drive & axle oil has been specified.","Prolongs component life.
Extends drain intervals.
Enhances performance across varying temperatures.
Improves rust and corrosion protection.
Provides excellent defense against foaming."
198,Aminol™ Ultra Plus 5W-30 SN/C3,Aminol™ Ultra Plus 5W-30 SN/C3 is a high-grade motor oil formulated for ultimate performance and protection under all operating conditions. It has been designed to fulfill the latest standards of leading engine manufacturers.,AL/EO-0014,aminoltm-ultra-plus-5w-30-snc3,SN,Not available,C3,Not available,"MB 229.31/229.51/229.52
Opel OV0401547
GM dexos2","Renault RN 0700/0710
VW 502.00/505.00/505.01",,,2025-05-24 08:25:01.221+00,,1,14,"","Aminol™ Ultra Plus 5W-30 SN/C3 5W-30 is suitable for use in automotive gasoline and diesel vehicles where the manufacturer recommends: ACEA C3, API SN.","Avoids fuel overconsumption
Reduces the formation of combustion ashes
Provides exceptionally high temperature stability
Ensures excellent dispersion and detergency properties
Makes cold starting easier
Delivers outstanding protection against corrosion, wear and foam"
238,Aminol™ Litol 24,"Aminol™ Litol 24 is a multipurpose waterproof industrial grease thickened by with technical lithium soap of 12-hydroxystearic acid. It provides reliable performance in a wide temperature, load and speed range due to high dropping point, good water resistance and shear stability.",AL/GR-0001,aminoltm-litol-24,Not available,Not available,Not available,Not available,"DIN 51502: K3K-40
NLGI 3",Not available,,,2025-05-24 08:25:01.53+00,,16,,"","Aminol™ Litol 24 is suitable for use in a wide range of industrial applications, including bearings, gears, and sliding surfaces. It is recommended for use in industrial machinery, automotive applications, and construction equipment.","Excellent protection against wear, rust, and corrosion
Highly resistant to water washout 
Superior mechanical stability
Consistent performance over a wide range of temperatures and operating conditions
Exceptional adhesive properties
Better pumpability, allowing for easy application and distribution"
55,Aminol™ Circulating Oil 320 AW,"Aminol™ Circulating Oil 320 AW is a rust and oxidation inhibited, anti-wear circulating oil developed to provide effective lubrication for friction parts and diverse mechanisms. It is blended with high-quality mineral base oils and a carefully selected additive package to prevent oxidation, corrosion, and wear.",AL/CO-0007,aminoltm-circulating-oil-320-aw,Not available,Not available,Not available,Not available,"DIN 51524/1 (HL)
DIN 51517-2 (CL)
ISO 11158 (HL)
ISO-L-HL",Not available,,,2025-05-24 08:25:00.001+00,,14,,"","Aminol™ Circulating Oil 32 AW is a multipurpose oil suitable for lubricating assembly blocks in machines and devices that don't require extreme pressure properties. It's also ideal for moderately loaded gears, gear couplings, hydraulic pumps, and various bearings, including high-temperature paper machine bearings, where EP properties are not needed","Excellent oxidation and thermal stability
Outstanding anti-wear characteristics
Remarkable water-separating properties
Exceptional foam resistance
Effective protection against rust and corrosion"
226,Aminol™ Premium Hybrid 0W-20 SN/GF-5,Aminol™ Premium Hybrid 0W-20 SN/GF-5 is an advanced low viscosity engine oil designed to help deliver outstanding engine protection and enhanced fuel efficiency under severe driving conditions. It has been engineered with a proprietary blend of high-quality base stocks and a precisely balanced component additive system.,AL/EO-0042,aminoltm-premium-hybrid-0w-20-sngf-5,SN,GF-5,Not available,Not available,"GM dexos1
Ford WSS-M2C947-A
Chrysler MS-6395",Not available,,,2025-05-24 08:25:01.424+00,,1,2,"","Aminol™ Premium Hybrid 0W-20 SN/GF-5 is recommended for all modern 4-stroke gasoline engines requiring an API SN, ILSAC GF-5 motor oil in SAE 0W-20 viscosity grade","Excellent stay-in-grade stability 
Outstanding engine cleanliness
Extended drain interval
Superb fuel economy effect
Extraordinary sludge and varnish deposit control
High protection against rust and corrosion"
233,Aminol™ Turbo T-32,"Aminol™ Turbo T-32 is a high performance turbine oil developed for use in gas and steam turbines operating under mild conditions.  Its formulation integrates carefully selected base stocks along with the latest additive technology to ensure oxidation stability, rust protection, excellent air release and rapid water separation capabilities.",AL/TR-0001,aminoltm-turbo-t-32,Not available,Not available,Not available,Not available,"GEK 28143B & 46506E
JIS K 2213
Siemens TLV 9013 04 (non-EP)
DIN 51515 Part I
ASTM D4304-06A Type I
AIST 120/125
British Standard BS489",Not available,,,2025-05-24 08:25:01.489+00,,11,,"","Industrial steam turbines and light-duty gas turbines that do not require enhanced anti-wear performance for the gearbox. 
Hydroelectric turbine lubrication
Numerous applications where strong control over rust and oxidation is required
Centrifugal and axial dynamic turbo-compressors and pumps, where an R&O type or turbine oil is advisable","High thermal and oxidation stability
Favourable rust and corrosion control 
Prolonged oil lifetime 
Excellent air release
Good filterability
Compatible with seals and gaskets
Low foaming tendency"
